Western Wood Pewee	The western wood pewee (Contopus sordidulus) is a small tyrant flycatcher. Adults are gray-olive on the upperparts with light underparts, washed with olive on the breast. They have two wing bars and a dark bill with yellow at the base of the lower mandible. This bird is very similar in appearance to the eastern wood pewee; the two birds were formerly considered to be one species. The call of C. sordidulus is a loud buzzy peeer; the song consists of three rapid descending tsees ending with a descending peeer.	Western wood pewee/Eastern wood pewee/Wood pewee/Pewee/Western Wood/List of birds by common name/List of birds of Alberta/List of birds of Mexico/List of birds of British Columbia/List of birds of Ontario				
Sayornis	The genus Sayornis is a small group of medium-sized insect-eating birds, known as phoebes, in the tyrant flycatcher family Tyrannidae.	Phoebe (bird)/Black phoebe/Eastern phoebe/Say's phoebe/Phoebe/John James Audubon/List of birds of Florida/List of birds of Alberta/List of birds of Ontario/List of birds of Georgia (U.S. state)				
American Pipit	The buff-bellied pipit (Anthus rubescens), or American pipit as it is known in North America, is a small songbird found on both sides of the northern Pacific. It was first described by Marmaduke Tunstall in his 1771 Ornithologia Britannica. It was formerly classified as a form of the water pipit.	Buff-bellied pipit/Pipit/List of birds of California/American Museum of Natural History/List of birds of Georgia (U.S. state)/List of birds of Colorado/Tawny Pipit (film)/Eurasian rock pipit/USS Pipit/Puna pipit				
Whip poor Will	The eastern whip-poor-will (Antrostomus vociferus) is a medium-sized (22–27 cm) nightjar from North America. The whip-poor-will is commonly heard within its range, but less often seen because of its camouflage. It is named onomatopoeically after its song.  	Eastern whip-poor-will/Mexican whip-poor-will/Chuck-will's-widow/List of onomatopoeias/Common poorwill/List of nocturnal animals/Yucatan poorwill/The Magnolia Electric Co./Whippoorwill (disambiguation)/Buff-collared nightjar				
Horned Puffin	The horned puffin (Fratercula corniculata) is an auk found in the North Pacific Ocean, including the coasts of Alaska, Siberia and British Columbia. It is a pelagic seabird that feeds primarily by diving for fish. It nests in colonies, often with other auks. It is similar in appearance to the Atlantic puffin, its closest relative of the North Atlantic, but differs by a "horn" of black skin located above the eye, present in adult birds.	Horned puffin/Puffin/Atlantic puffin/Tufted puffin/Auk/Yup'ik clothing/Hall Island (Alaska)/Kenai Fjords National Park/North Carolina Zoo/List of birds of Washington (state)				
Common Raven	The common raven (Corvus corax), also known as the western raven or  northern raven when discussing the raven at the subspecies level, is a large all-black   passerine bird. Found across the Northern Hemisphere, it is the most widely distributed of all corvids. There are at least eight subspecies with little variation in appearance, although recent research has demonstrated significant genetic differences among populations from various regions. It is one of the two largest corvids, alongside the thick-billed raven, and is possibly the heaviest passerine bird; at maturity, the common raven averages 63 centimetres (25 inches) in length and 1.2 kilograms (2.6 pounds) in mass. Although their typical lifespan is considerably shorter, common ravens can live more than 23 years in the wild, which among passerines only is surpassed by a few Australian species such as the satin bowerbird and probably the lyrebirds. Young birds may travel in flocks but later mate for life, with each mated pair defending a territory. Common ravens have coexisted with humans for thousands of years and in some areas have been so numerous that people have regarded them as pests. Part of their success as a species is due to their omnivorous diet: they are extremely versatile and opportunistic in finding sources of nutrition, feeding on carrion, insects, cereal grains, berries, fruit, small animals, nesting birds, and food waste. Some notable feats of problem-solving provide evidence that the common raven is unusually intelligent. Over the centuries, it has been the subject of mythology, folklore, art, and literature. In many cultures, including the indigenous cultures of Scandinavia, ancient Ireland and Wales, Bhutan, the northwest coast of North America, and Siberia and northeast Asia, the common raven has been revered as a spiritual figure or godlike creature.	Common raven/Raven/Cultural depictions of ravens/Common raven physiology/Chihuahuan raven/Thick-billed raven/White-necked raven/Australian raven/Brown-necked raven/Fan-tailed raven				
White necked Raven	The white-necked raven (Corvus albicollis) is somewhat smaller (50–54 cm in length) than the common raven or its nearest relative, the thick-billed raven C. crassirostris. It is native to eastern and southern Africa.	White-necked raven/Chihuahuan raven/Brown-necked raven/Pied crow/Fan-tailed raven/Thick-billed raven/Raven/List of Corvus species/White-necked crow/Common raven				
American Redstart	The American redstart (Setophaga ruticilla) is a New World warbler. It is unrelated to the Old World (common) redstart.	American redstart/Setophaga/Brown-headed cowbird/Painted whitestart/Hooded warbler/List of birds of Minnesota/Mackinac Island/Mourning warbler/List of birds of Ontario/List of birds by common name				
Geococcyx	The roadrunners (genus Geococcyx), also known as chaparral birds or chaparral cocks, are two species of fast-running ground cuckoos with long tails and crests. They are found in the southwestern and south-central United States and Mexico, usually in the desert. Some have been clocked at 32 km/h (20 mph) while a few have also been clocked up to 43 km/h (27 mph).	Roadrunner/Greater roadrunner/Lesser roadrunner/Roadrunner (disambiguation)/Cuckoo/Bird/List of U.S. state birds/Big Bend National Park/FLOPS/Chihuahua (state)				
Loggerhead Shrike	The loggerhead shrike (Lanius ludovicianus) is a passerine bird in the family Laniidae. It is one of two members of the shrike family endemic to North America; the related northern shrike (L. borealis) occurs north of its range. It is nicknamed the butcherbird after its carnivorous tendencies, as it consumes prey such as amphibians, insects, lizards, small mammals and small birds, and some prey end up displayed and stored at a site, for example in a tree. Due to its small size and weak talons, this predatory bird relies on impaling its prey upon thorns or barbed wire for facilitated consumption. The numbers of loggerhead shrike have significantly decreased in recent years, especially in Midwestern, New England and Mid-Atlantic areas.	Loggerhead shrike/Shrike/Northern shrike/Great grey shrike/San Clemente loggerhead shrike/Brown shrike/Isabelline shrike/Hyperion Cantos/Loggerhead/Red-backed shrike				
Great Grey Shrike	The great grey shrike (Lanius excubitor) is a large songbird species in the shrike family (Laniidae). It forms a superspecies with its parapatric southern relatives, the Iberian grey shrike (L. meridionalis), the Chinese grey shrike (L. sphenocerus) and the loggerhead shrike (L. ludovicianus). Males and females are similar in plumage, pearly grey above with a black eye-mask and white underparts. Breeding takes place generally north of 50° northern latitude in northern Europe and Asia. Most populations migrate south in winter to temperate regions. The great grey shrike is carnivorous, with rodents making up over half its diet.	Great grey shrike/Shrike/Northern shrike/Lesser grey shrike/Southern grey shrike/Iberian grey shrike/Loggerhead shrike/Steppe grey shrike/Lanius/Bull-headed shrike				
Baird Sparrow	Baird's sparrow (Centronyx bairdii) is a species of North American birds in the family Passerellidae of order Passeriformes. It is a migratory bird native to the United States, Canada, and Mexico.	Baird's sparrow/Song sparrow/Baird/Fox sparrow/American sparrow/Spencer Fullerton Baird/Centronyx/Baird's junco/Debra Sparrow/LeConte's sparrow				
Black throated Sparrow	The black-throated sparrow (Amphispiza bilineata) is a small American sparrow primarily found in the southwestern United States and Mexico. It is sometimes referred to as the desert sparrow, due to its preferred habitat of arid desert hillsides and scrub. This name usually refers to the desert sparrow of Africa and Asia.	Black-throated sparrow/White-throated sparrow/American sparrow/List of birds of Ontario/List of birds of Washington (state)/List of birds of Florida/Black-throated accentor/List of birds of Maine/List of birds of Nevada/List of birds of Minnesota				
Brewer Sparrow	Brewer's sparrow (Spizella breweri) is a small, slim species of American sparrow in the family Passerellidae. This bird was named after the ornithologist Thomas Mayo Brewer.	Brewer's sparrow/Sagebrush sparrow/Thomas Mayo Brewer/Clay-colored sparrow/American sparrow/Field sparrow/Timberline sparrow/Todd Lake (Oregon)/James Norris Brewer/List of birds of the Sawtooth National Recreation Area				
Chipping Sparrow	The chipping sparrow (Spizella passerina) is a species of American sparrow, a passerine bird in the family Passerellidae. It is widespread, fairly tame, and common across most of its North American range.  There are two subspecies, the eastern chipping sparrow and the western chipping sparrow. This bird is a partial migrant with northerly populations flying southwards in the fall to overwinter in Mexico and the southern United States, and flying northward again in spring.  It molts twice a year. In its breeding plumage it has orangish-rust upper parts, gray head and underparts and a distinctive reddish cap. In non-breeding plumage, the cap is brown and the facial markings are less distinct. The song is a trill and the bird has a piercing flight call that can be heard while it is migrating at night. In the winter, chipping sparrows are gregarious and form flocks, sometimes associating with other bird species. They mostly forage on the ground for seeds and other food items, as well as clambering on plants and trees, feeding on buds and small arthropods. In the west of their range they breed mainly in coniferous forests, but in the east, they choose woodland, farmland, parks and gardens. Breeding starts in late April and May and the nest is often built in a tree.	Chipping sparrow/American tree sparrow/American sparrow/Swamp sparrow/Clay-colored sparrow/Black-chinned sparrow/List of birds of Pennsylvania/Amelia Watson/Songbird/List of birds of North Carolina				
Clay colored Sparrow	The clay-colored sparrow or clay-coloured sparrow (Spizella pallida) is a small sparrow of North America. Adults have light brown upperparts and pale underparts, with darker streaks on the back. They have a pale crown stripe on a dark brown crown, a white line over the eyes, a dark line through the eyes, a light brown cheek patch and brown wings with wing bars. The short bill is pale with a dark tip and the back of the neck is grey; they have a long tail. Non-breeding adults and immature resemble chipping sparrows and Brewer's sparrows; they often form flocks with these birds outside the nesting season.  Their breeding habitat is shrubby open areas and jack pine woods across central Canada and central northern United States east to the Great Lakes, and is expanding further eastward. The nest is an open cup on the ground or low in a shrub. These birds migrate in flocks to southern Texas and Mexico. Recently, the first record of the Clay-colored Sparrow was documented in South America. The specimen was said to be a Male with abundant fat throughout its body. They forage on the ground, mainly eating seeds and insects. Outside the nesting season, they often feed in small flocks. While nesting, these birds may feed far from the nest; feeding areas are not defended. The male sings from an open perch to indicate his ownership of the nesting territory. The song is a Bzzzz bzzzz za za. This bird's nests are made of grasses and lined with fine materials or hair. Three to five splotched blue-green eggs are laid and incubated for 11 days. They are often parasitized by the brown-headed cowbird; the nest may be abandoned when this happens.	Clay-colored sparrow/Field sparrow/American sparrow/Brewer's sparrow/List of birds of Michigan/List of birds of Florida/List of birds of Georgia (U.S. state)/List of birds of Washington (state)/List of birds of New York (state)/List of birds of Pennsylvania				
House Sparrow	The house sparrow (Passer domesticus) is a bird of the sparrow family Passeridae, found in most parts of the world. It is a small bird that has a typical length of 16 cm (6.3 in) and a mass of 24–39.5 g (0.85–1.39 oz). Females and young birds are coloured pale brown and grey, and males have brighter black, white, and brown markings. One of about 25 species in the genus Passer, the house sparrow is native to most of Europe, the Mediterranean Basin, and a large part of Asia. Its intentional or accidental introductions to many regions, including parts of Australasia, Africa, and the Americas, make it the most widely distributed wild bird. The house sparrow is strongly associated with human habitation, and can live in urban or rural settings. Though found in widely varied habitats and climates, it typically avoids extensive woodlands, grasslands, and deserts away from human development. It feeds mostly on the seeds of grains and weeds, but it is an opportunistic eater and commonly eats insects and many other foods. Its predators include domestic cats, hawks, and many other predatory birds and mammals. Because of its numbers, ubiquity, and association with human settlements, the house sparrow is culturally prominent. It is extensively, and usually unsuccessfully, persecuted as an agricultural pest. It has also often been kept as a pet, as well as being a food item and a symbol of lust, sexual potency, commonness, and vulgarity. Though it is widespread and abundant, its numbers have declined in some areas. The animal's conservation status is listed as least concern on the IUCN Red List.	House sparrow/Sparrow/Eurasian tree sparrow/Old World sparrow/Richard Sparrow House/Sparrow House/World Sparrow Day/Passer/Java sparrow/Italian sparrow				
Field Sparrow	The field sparrow (Spizella pusilla) is a small New World sparrow in the family Passerellidae. It is about 140 mm (6 in) long and weighs about 12.5 g (0.4 oz). The head is grey with a rust-coloured crown, white eye-ring and pink bill. The upper parts are brown streaked with black and buff, the breast is buff, the belly is white and the tail is forked. There are two different colour morphs, one being greyer and the other more rufous. The field sparrow is distributed across eastern Canada and the eastern United States, with northern populations migrating southwards to southern United States and Mexico in the fall. The typical habitat of this bird is bushy country with shrubs and grassland. The nest is a cup-shaped construction built on the ground and hidden beneath a bush or clump of grass. The birds forage on the ground or in low vegetation, feeding mainly on seeds and insects. The population is thought to be in slow decline, but it is a common species with a wide range, and the International Union for Conservation of Nature has assessed its conservation status as being of "least concern".	Field sparrow/Eurasian tree sparrow/American sparrow/House sparrow/Red Sparrow (novel)/Wildlife of Missouri/Fox sparrow/Vesper sparrow/Savannah sparrow/Spizella				
Fox Sparrow	The fox sparrow (Passerella iliaca) is a large American sparrow. It is the only member of the genus Passerella, although some authors split the species into four (see below).  	Fox sparrow/Red fox sparrow/Red sparrow/American sparrow/Sooty fox sparrow/Red Sparrow/Thick-billed fox sparrow/Fox (code word)/Dusky seaside sparrow/Slate-colored fox sparrow				
Grasshopper Sparrow	The grasshopper sparrow (Ammodramus savannarum) is a small American sparrow. The genus Ammodramus contains nine species that inhabit grasslands and prairies. The Florida grasshopper sparrow (Ammodramus savannarum floridanus) is endangered.	Grasshopper sparrow/Florida grasshopper sparrow/American sparrow/LeConte's sparrow/List of birds of Florida/Racing Extinction/House sparrow/Baird's sparrow/Wildlife of Missouri/List of birds of Michigan				
Harris Sparrow	Harris's sparrow (Zonotrichia querula) is a large sparrow. Their breeding habitat is the north part of central Canada (primarily the Northwest Territories and Nunavut, ranging slightly into northern Manitoba and Saskatchewan), making it Canada's only endemic breeding bird.  In the winter they migrate to the Great Plains states of the United States, from southern South Dakota to central Texas. The common name of this species commemorates the American amateur ornithologist Edward Harris (1799–1863).	Harris's sparrow/House sparrow/Old World sparrow/Java sparrow/Eurasian tree sparrow/Mighty Sparrow/Sudan golden sparrow/Passer/Northern grey-headed sparrow/American sparrow				
Henslow Sparrow	Henslow's sparrow (Centronyx henslowii) is a passerine bird in the family Passerellidae. It was named by John James Audubon in honor of John Stevens Henslow. It was originally classified in the genus Emberiza and called Henslow's bunting.	Henslow's sparrow/John Stevens Henslow/American sparrow/LeConte's sparrow/Centronyx/Baird's sparrow/Passerculus/List of birds of New York (state)/List of birds of Ohio/List of birds of Georgia (U.S. state)				
Le Conte Sparrow	LeConte's sparrow (Ammospiza leconteii) is one of the smallest sparrow species in North America.It is a very secretive bird that prefers to spend most of its time on the ground under the cover of tall grasses. They are typically very difficult to flush, often only flushing at a distance of 1–3 m as they prefer to run across the ground. When they do emerge they rarely fly more than a foot or two above the grass and often descend again within a few meters. Because it is so rarely seen, there are still many gaps in knowledge about the LeConte's sparrow. Nests are often very hard to find, and individuals are more often identified by sound than by sight.	LeConte's sparrow/LeConte/Édith Piaf/LeConte's thrasher/American sparrow/Luis Conte/Valentina Cortese/Ammospiza/Ninetto Davoli/Charles Nicolle				
Lincoln Sparrow	Lincoln's sparrow (Melospiza lincolnii) is a small sparrow native to North America. It is a less common passerine bird that often stays hidden under thick ground cover, but can be distinguished by its sweet, wrenlike song. Lincoln's sparrow is one of three species in the genus Melospiza which also includes the song sparrow (M. melodia) and the swamp sparrow (M. georgiana). It lives in well-covered brushy habitats, often near water. This bird is poorly documented because of its secretive nature and breeding habits solely in boreal regions.	Lincoln's sparrow/Nancy Lincoln/Nancy Hanks Lincoln heritage/Song sparrow/Thomas Lincoln/American sparrow/USS Abraham Lincoln (CVN-72)/Matt Sparrow/Early life and career of Abraham Lincoln/Joseph Hanks				
Nelson Sharp tailed Sparrow						
Savannah Sparrow	The Savannah sparrow (Passerculus sandwichensis) is a small American sparrow. It was the only member of the genus Passerculus and is typically the only widely accepted member. Comparison of mtDNA NADH dehydrogenase subunit 2 and 3 sequences indicates that the Ipswich sparrow, formerly usually considered a valid species (as Passerculus princeps), is a well-marked subspecies of the Savannah sparrow, whereas the southwestern large-billed sparrow should be recognized as a distinct species (Passerculus rostratus).The common name comes from Savannah, Georgia, where one of the first specimens of this bird was collected.	Savannah sparrow/Song sparrow/Passerculus/American sparrow/Wildlife of Missouri/Claireville Conservation Area/Baird's sparrow/Sunk cost/List of birds of British Columbia/List of birds of New York (state)				
Seaside Sparrow	The seaside sparrow (Ammospiza maritima) is a small American sparrow. Adults have brownish upperparts with gray on the crown and nape, and a grayish-buff-colored breast with dark streaks; they have a dark face with gray cheeks, a white throat, and a short, pointed tail. Birds show a small yellow streak just above the eye. Their breeding habitat is salt marshes on the Atlantic and Gulf coasts of the United States from southern New Hampshire to southern Texas. The nest is an open cup usually built in the salt marsh on tidal reeds and spartina grasses. Females lay two to five eggs. Northern birds most often migrate farther south along the eastern coast of the United States. They forage on the ground or in marsh vegetation, sometimes probing in mud. They mainly eat insects, marine invertebrates and seeds. Their feeding areas are often some distance away from the areas they choose to nest. One of the numerous subspecies of this bird, the dusky seaside sparrow (A. m. nigrescens), has recently become extinct, and the Cape Sable subspecies, A. m. mirabilis, is endangered. Occurring in a restricted range but of uncertain validity is Scott's seaside sparrow, (A. m. peninsulae). Those were formerly considered a separate species. The song is a raspy buzz that closely resembles a distant red-winged blackbird.	Seaside sparrow/Dusky seaside sparrow/Cape Sable seaside sparrow/Scott's seaside sparrow/Endling/American sparrow/Discovery Island (Bay Lake)/Everglades National Park/Saltmarsh sparrow/Tidal marsh				
Song Sparrow	The song sparrow (Melospiza melodia) is a medium-sized American sparrow. Among the native sparrows in North America, it is easily one of the most abundant, variable and adaptable species.	Song sparrow/Jack Sparrow (song)/Sparrow/White-throated sparrow/The Song of Sparrows/Swamp sparrow/Chipping sparrow/Lincoln's sparrow/His Eye Is on the Sparrow/American sparrow				
Tree Sparrow	The Eurasian tree sparrow (Passer montanus) is a passerine bird in the sparrow family with a rich chestnut crown and nape, and a black patch on each pure white cheek. The sexes are similarly plumaged, and young birds are a duller version of the adult. This sparrow breeds over most of temperate Eurasia and Southeast Asia, where it is known as the tree sparrow, and it has been introduced elsewhere including the United States, where it is known as the Eurasian tree sparrow or German sparrow to differentiate it from the native unrelated American tree sparrow. Although several subspecies are recognised, the appearance of this bird varies little across its extensive range. The Eurasian tree sparrow's untidy nest is built in a natural cavity, a hole in a building or the disused nest of a European magpie or white stork. The typical clutch is five or six eggs which hatch in under two weeks. This sparrow feeds mainly on seeds, but invertebrates are also consumed, particularly during the breeding season. As with other small birds, infection by parasites and diseases, and predation by birds of prey take their toll, and the typical life span is about two years. The Eurasian tree sparrow is widespread in the towns and cities of eastern Asia, but in Europe it is a bird of lightly wooded open countryside, with the house sparrow breeding in the more urban areas. The Eurasian tree sparrow's extensive range and large population ensure that it is not endangered globally, but there have been large declines in western European populations, in part due to changes in farming practices involving increased use of herbicides and loss of winter stubble fields. In eastern Asia and western Australia, this species is sometimes viewed as a pest, although it is also widely celebrated in oriental art.	Eurasian tree sparrow/American tree sparrow/House sparrow/Sparrow/Old World sparrow/Four Pests Campaign/Passer/Russet sparrow/Maya (bird)/American sparrow				
Vesper Sparrow	The vesper sparrow (Pooecetes gramineus) is a medium-sized American sparrow. It is the only member of the genus Pooecetes.	Vesper sparrow/Vesper/American sparrow/Vesper, Wisconsin/List of birds of Alberta/Wildlife of Missouri/List of birds of Washington (state)/List of birds of Georgia (U.S. state)/List of birds of Ontario/List of birds of Pennsylvania				
White crowned Sparrow	The white-crowned sparrow (Zonotrichia leucophrys) is a species of passerine bird native to North America. A medium-sized member of the American sparrow family, this species is marked by a grey face and black and white streaking on the upper head. It breeds in brushy areas in the taiga and tundra of the northernmost parts of the continent and in the Rocky Mountains and Pacific coast. While southerly populations in the Rocky Mountains and coast are largely resident, the breeding populations of the northerly part of its range are migratory and can be found as wintering or passage visitors through most of North America south to central Mexico.	White-crowned sparrow/Golden-crowned sparrow/American sparrow/White-throated sparrow/Ashy-crowned sparrow-lark/St Margaret's, Cley/Black-crowned sparrow-lark/Rufous-crowned sparrow/White-browed sparrow-weaver/Zugunruhe				
White throated Sparrow	The white-throated sparrow (Zonotrichia albicollis) is a passerine bird of the American sparrow family Passerellidae.	White-throated sparrow/White-crowned sparrow/American sparrow/Black-throated sparrow/Golden-crowned sparrow/Alternative mating strategy/List of polymorphisms/List of birds by common name/Yellow-throated sparrow/Wildlife of Missouri				
Cape Glossy Starling	The Cape starling, red-shouldered glossy-starling or Cape glossy starling (Lamprotornis nitens) is a species of starling in the family Sturnidae. It is found in southern Africa, where it lives in woodlands, bushveld and in suburbs.	Cape starling/Lamprotornis/Starling/Common starling/Red-winged starling/List of birds of Southern Africa/List of birds of Gauteng/List of birds of the Republic of the Congo/List of least concern birds/Rodrigues starling				
Bank Swallow	The sand martin (Riparia riparia) or European sand martin, bank swallow, and collared sand martin in India, is a migratory passerine bird in the swallow family. It has a wide range in summer, embracing practically the whole of Europe and the Mediterranean countries and across the Palearctic to the Pacific Ocean. It is a Holarctic species also found in North America. It winters in eastern and southern Africa, South America, and the Indian Subcontinent.	Sand martin/Swallow/Northern rough-winged swallow/Pair bond/Cave swallow/Swallow Falls State Park/Tokyo Yakult Swallows/Group living/Fort Funston/List of birds of Gauteng				
Barn Swallow	The barn swallow (Hirundo rustica) is the most widespread species of swallow in the world. It is a distinctive passerine bird with blue upperparts and a long, deeply forked tail. It is found in Europe, Asia, Africa and the Americas. In Anglophone Europe it is just called the swallow; in Northern Europe it is the only common species called a "swallow" rather than a "martin".There are six subspecies of barn swallow, which breed across the Northern Hemisphere. Four are strongly migratory, and their wintering grounds cover much of the Southern Hemisphere as far south as central Argentina, the Cape Province of South Africa, and northern Australia. Its huge range means that the barn swallow is not endangered, although there may be local population declines due to specific threats. The barn swallow is a bird of open country that normally uses man-made structures to breed and consequently has spread with human expansion. It builds a cup nest from mud pellets in barns or similar structures and feeds on insects caught in flight. This species lives in close association with humans, and its insect-eating habits mean that it is tolerated by humans; this acceptance was reinforced in the past by superstitions regarding the bird and its nest. There are frequent cultural references to the barn swallow in literary and religious works due to both its living in close proximity to humans and its annual migration. The barn swallow is the national bird of Austria and Estonia.	Barn swallow/Swallow/Swallow tattoo/Cliff swallow/Pacific swallow/Common house martin/Welcome swallow/African swallow/Common swift/Sand martin				
Cliff Swallow	The cliff swallow or  American cliff swallow (Petrochelidon pyrrhonota) is a member of the passerine bird family Hirundinidae, the swallows and martins. The scientific name is derived from Ancient Greek; Petrochelidon originates from the petros meaning "rock" and khelidon "swallow", pyrrhonota comes from purrhos meaning "flame-coloured" and -notos "-backed".Cliff swallows are extremely social songbirds that can be found in large nesting colonies reaching over 2,000 nests. They are frequently seen flying overhead in large flocks during migration, gracefully foraging over fields for flying insects or perching tightly together on a wire preening under the sun.Cliff swallows build gourd-shaped nests made from mud with small entrance holes. They build their nests tightly together, on top of one another, under bridges or alongside mountain cliffs. Living in large populations, these aerial insectivores use extensive vocalizations to communicate warnings or food availability to the other individuals.	Cliff swallow/Swallow/Petrochelidon/Barn swallow/Swallow Cliff/South African cliff swallow/African swallow/Pacific swallow/Violet-green swallow/Sand martin				
Tree Swallow	The tree swallow (Tachycineta bicolor) is a migratory bird of the family Hirundinidae. Found in the Americas, the tree swallow was first described in 1807 by French ornithologist Louis Vieillot as Hirundo bicolor. It has since been moved to its current genus, Tachycineta, within which its phylogenetic placement is debated. The tree swallow has glossy blue-green upperparts, with the exception of the blackish wings and tail, and white underparts. The bill is black, the eyes dark brown, and the legs and feet pale brown. The female is generally duller than the male, and the first-year female has mostly brown upperparts, with some blue feathers. Juveniles have brown upperparts, and a grey-brown-washed breast. The tree swallow breeds in the US and Canada. It winters along southern US coasts south, along the Gulf Coast, to Panama and the northwestern coast of South America, and in the West Indies. The tree swallow nests either in isolated pairs or loose groups, in both natural and artificial cavities. Breeding can start as soon as early May, although this date is occurring earlier because of climate change, and it can end as late as July. This bird is generally socially monogamous (although about 8% of males are polygynous), with high levels of extra-pair paternity. This can benefit the male, but since the female controls copulation, the lack of resolution on how this behaviour benefits females makes the high level of extra-pair paternity puzzling. The female incubates the clutch of two to eight (but usually four to seven) pure white eggs for around 14 to 15 days. The chicks hatch slightly asynchronously, allowing the female to prioritize which chicks to feed in times of food shortage. They generally fledge about 18 to 22 days after hatching. The tree swallow is sometimes considered a model organism, due to the large amount of research done on it. An aerial insectivore, the tree swallow forages both alone and in groups, eating mostly insects, in addition to molluscs, spiders, and fruit. The nestlings, like the adult, primarily eat insects, fed to it by both sexes. This swallow is vulnerable to parasites, but, when on nestlings, these do little damage. The effect of disease can become stronger as a tree swallow gets older, as some parts of the immune system decline with age. Acquired T cell-mediated immunity, for example, decreases with age, whereas both innate and acquired humoral immunity do not. Because of its large range and stable population, the tree swallow is considered to be least concern by the International Union for Conservation of Nature. In the US, it is protected by the Migratory Bird Treaty Act of 1918, and in Canada by the Migratory Birds Convention Act. This swallow is negatively affected by human activities, such as the clearing of forests; acidified lakes can force a breeding tree swallow to go long distances to find calcium-rich food items to feed to its chicks.	Tree swallow/Swallow/Violet-green swallow/Barn swallow/Welcome swallow/Cliff swallow/Tree, Swallows, Houses/Red-breasted swallow/Lesser striped swallow/Mosque swallow				
Scarlet Tanager	The scarlet tanager (Piranga olivacea) is a medium-sized American songbird. Until recently, it was placed in the tanager family (Thraupidae), but it and other members of its genus are now classified as belonging to the cardinal family (Cardinalidae). The species' plumage and vocalizations are similar to other members of the cardinal family, although the Piranga species lacks the thick conical bill (well suited to seed and insect eating) that many cardinals possess.	Scarlet tanager/Tanager/Cardinal (bird)/Scarlet (color)/String Quartet No. 12 (Dvořák)/Summer tanager/Scarlet-rumped tanager/Scarlet-bellied mountain tanager/List of birds by common name/Shades of red				
Summer Tanager	The summer tanager (Piranga rubra) is a medium-sized American songbird. Formerly placed in the tanager family (Thraupidae), it and other members of its genus are now classified in the cardinal family (Cardinalidae). The species's plumage and vocalizations are similar to other members of the cardinal family. The genus name Piranga is from Tupi Tijepiranga, the name for an unknown small bird, and the specific rubra is from Latin ruber, red.Their breeding habitat is open wooded areas, especially with oaks, across the southern United States, extending as far north as Iowa. These birds migrate to Mexico, Central America and northern South America. This tanager is an extremely rare vagrant to western Europe. Adults have stout pointed bills and measure 17 cm (6.7 in) in length and 29 g (1.0 oz) in weight. Wingspan ranges from 28-30 cm. Adult males are rose red and similar in appearance to the hepatic tanager, although the latter has a dark bill; females are orangish on the underparts and olive on top, with olive-brown wings and tail. As with all other birds, all red and orange colorations are acquired through their diet. These birds are often out of sight, foraging high in trees, sometimes flying out to catch insects in flight. They mainly eat insects, especially bees and wasps, and berries. Fruit of Cymbopetalum mayanum (Annonaceae) are an especially well-liked food in their winter quarters and birds will forage in human-altered habitat. Consequently, these trees can be planted to entice them to residential areas, and they may well be attracted to bird feeders. Summer tanagers build a cup nest on a horizontal tree branch.	Summer tanager/Scarlet tanager/Tanager/Cardinal (bird)/List of birds by common name/Piranga/Western tanager/Tanager (disambiguation)/Mammoth Cave National Park/Western honey bee				
Artic Tern	The Arctic tern (Sterna paradisaea) is a tern in the family Laridae. This bird has a circumpolar breeding distribution covering the Arctic and sub-Arctic regions of Europe, Asia, and North America (as far south as Brittany and Massachusetts). The species is strongly migratory, seeing two summers each year as it migrates along a convoluted route from its northern breeding grounds to the Antarctic coast for the southern summer and back again about six months later. Recent studies have shown average annual roundtrip lengths of about 70,900 km (44,100 mi) for birds nesting in Iceland and Greenland and about 90,000 km (56,000 mi) for birds nesting in the Netherlands. These are by far the longest migrations known in the animal kingdom. The Arctic tern flies as well as glides through the air. It nests once every one to three years (depending on its mating cycle); once it has finished nesting it takes to the sky for another long southern migration. Arctic terns are medium-sized birds. They have a length of 28–39 cm (11–15 in) and a wingspan of 65–75 cm (26–30 in). They are mainly grey and white plumaged, with a red/orangish beak and feet, white forehead, a black nape and crown (streaked white), and white cheeks. The grey mantle is 305 mm, and the scapulae are fringed brown, some tipped white. The upper wing is grey with a white leading edge, and the collar is completely white, as is the rump. The deeply forked tail is whitish, with grey outer webs. Arctic terns are long-lived birds, with many reaching fifteen to thirty years of age. They eat mainly fish and small marine invertebrates. The species is abundant, with an estimated one million individuals. While the trend in the number of individuals in the species as a whole is not known, exploitation in the past has reduced this bird's numbers in the southern reaches of its range.  	Arctic tern/Schleswig-Holstein Wadden Sea National Park/Nali & Friends/List of airline liveries and logos/List of Latin and Greek words commonly used in systematic names/Disko Bay/List of Artemis Fowl characters/List of shipwrecks in December 1941/Jockey Club Stakes				
Black Tern	The black tern (Chlidonias niger) is a small tern generally found in or near inland water in Europe, Western Asia and North America. As its name suggests, it has predominantly dark plumage. In some lights it can appear blue in the breeding season, hence the old English name "blue darr". The genus name is from Ancient Greek khelidonios, "swallow-like", from khelidon, "swallow": another old English name  for the black tern is  "carr (i.e. lake)  swallow". The species name is from Latin niger "shining black".	Black tern/Tern/White-winged tern/Black-naped tern/Black-bellied tern/Whiskered tern/White tern/Marsh tern/Black-fronted tern/Arctic tern				
